RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Francis Ngannou,Luis Henrique,,,,,2015-12-19,"Orlando, Florida, USA",USA,Red,False,Heavyweight,MALE,3,0,0,0,1.81,0.43,1.0,3.09,0.36,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,243,0,0,0,2.33,0.41,0.3,0.76,0.62,0,0,0,3,0,0,0,0,0,0,0,Orthodox,193.04,210.82,250,29,22,0,0,0,0,0,0,-3,0,0,-5.079999999999984,-22.859999999999985,-7,-0.52,0.7,2.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Robbie Lawler,Carlos Condit,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Red,True,Welterweight,MALE,5,0,1,0,3.66,0.39,1.0,0.59,0.46,5,5,44,6,0,1,1,6,4,0,12,Orthodox,187.96,190.5,170,0,4,0,3.85,0.47,0.0,0.65,0.64,4,9,68,5,0,2,3,12,0,0,17,Southpaw,180.34,187.96,170,33,31,0,-3,1,-5,-4,-24,1,-6,4,7.620000000000003,2.539999999999992,-2,-0.1899999999999999,1.0,-0.06,1,4.0,0.0,,,,,,,,0.0,,,,,6.0,,,,,,,,4.0,,,,,,Red,,,,,,,,,,,
Stipe Miocic,Andrei Arlovski,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,4,0,3.82,0.45,0.2,0.37,0.35,6,8,45,5,0,1,2,11,2,0,16,Orthodox,190.5,195.58,240,0,1,0,4.67,0.52,0.0,1.74,0.34,3,2,25,9,0,0,3,4,0,0,7,Orthodox,193.04,203.2,240,33,36,0,3,3,9,6,20,-4,7,2,-2.539999999999992,-7.619999999999976,3,-0.8500000000000001,0.2,-1.37,1,2.0,3.0,,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,Blue,,,,,,,,,,,
Lorenz Larkin,Albert Tumenov,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,4,0,3.76,0.42,0.0,0.2,0.2,4,1,9,0,0,0,1,3,0,0,4,Orthodox,180.34,185.42,170,0,2,0,3.53,0.46,0.1,0.27,0.42,4,4,29,0,0,0,4,3,0,0,7,Orthodox,180.34,182.88,170,29,24,0,2,0,-3,-3,-20,0,0,0,0.0,2.5400000000000205,-5,0.2299999999999999,-0.1,-0.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Diego Brandao,Brian Ortega,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,1,0,4.08,0.37,1.1,1.07,0.26,1,0,4,2,0,0,0,1,0,0,1,Switch,172.72,175.26,145,0,2,0,2.94,0.47,0.6,3.21,0.68,3,3,15,1,0,0,2,2,2,0,6,Orthodox,170.18,162.56,145,28,24,0,-1,-2,-5,-3,-11,1,-1,-2,2.539999999999992,12.699999999999989,-4,1.14,0.5000000000000001,-2.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Abel Trujillo,Tony Sims,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,1.81,0.63,0.7,0.71,0.5,1,1,4,0,0,0,0,1,0,0,1,Southpaw,180.34,177.8,155,0,1,0,2.65,0.41,0.4,2.18,0.45,2,2,14,0,0,0,0,3,0,0,4,Orthodox,172.72,177.8,155,32,30,1,-1,-1,-3,-1,-10,0,-2,0,7.620000000000003,0.0,-2,-0.8399999999999999,0.2999999999999999,-1.4700000000000002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Michael McDonald,Masanori Kanehara,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,1.88,0.49,0.9,1.44,0.5,2,1,9,0,0,0,2,0,0,0,2,Orthodox,170.18,170.18,135,1,0,0,2.69,0.42,1.4,1.09,0.66,5,2,17,1,0,1,1,2,2,0,6,Orthodox,175.26,177.8,135,24,33,0,0,-3,-4,-1,-8,-1,-2,-2,-5.079999999999984,-7.620000000000003,9,-0.81,-0.4999999999999999,0.3499999999999998,1,,8.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Kyle Noke,Alex Morono,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,0,0,5.03,0.4,0.3,0.33,0.24,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,2,0,3.23,0.5,0.8,1.53,0.54,4,3,19,0,0,1,0,4,2,0,7,Southpaw,185.42,193.04,170,35,25,0,-2,-4,-7,-3,-19,0,-4,-2,-5.0800000000000125,-10.159999999999997,-10,1.8000000000000005,-0.5,-1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Justine Kish,Nina Nunes,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.39,0.45,0.5,0.24,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,0,0,0,4.51,0.48,0.1,0.87,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,27,30,1,0,0,0,1,3,0,0,0,0.0,0.0,3,-0.1200000000000001,0.4,-0.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Scott Holtzman,Drew Dober,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,4.39,0.4,0.1,0.67,0.17,1,3,11,0,0,0,0,1,1,0,2,Southpaw,172.72,177.8,155,0,1,0,4.32,0.47,0.2,1.88,0.56,1,0,3,0,0,0,0,0,1,0,1,Orthodox,175.26,175.26,155,32,27,1,-1,0,1,3,8,0,1,0,-2.539999999999992,2.5400000000000205,-5,0.0699999999999994,-0.1,-1.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Dustin Poirier,Joe Duffy,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,2,0,2.68,0.34,0.7,0.96,0.66,2,0,2,0,0,0,0,1,1,0,2,Orthodox,177.8,185.42,155,0,2,0,5.3,0.5,1.3,1.24,0.36,5,4,30,4,0,0,3,5,3,0,11,Southpaw,175.26,182.88,155,26,27,0,0,-3,-9,-4,-28,-4,-4,-2,2.5400000000000205,2.5400000000000205,1,-2.62,-0.6000000000000001,-0.28,1,,12.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Joe Soto,Michinori Tanaka,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,1,0,0,1.97,0.37,0.2,2.4,0.38,1,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,2,0,0,3.36,0.41,1.9,0.85,0.21,0,2,6,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,28,25,-1,0,1,1,-1,0,-1,0,0,-2.5400000000000205,5.0800000000000125,-3,-1.39,-1.7,1.5499999999999998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Sheldon Westcott,Edgar Garcia,,,,,2016-01-02,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,3,0,0,3.16,0.29,0.6,2.21,0.57,1,3,6,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,170,2,0,0,2.26,0.4,0.0,3.23,0.37,0,2,5,1,0,0,0,0,0,0,0,Southpaw,185.42,180.34,170,31,31,1,0,1,1,1,1,-1,1,0,-7.620000000000003,0.0,0,0.9000000000000004,0.6,-1.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
TJ Dillashaw,Dominick Cruz,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Blue,True,Bantamweight,MALE,5,0,10,0,3.91,0.33,0.1,2.82,0.42,10,1,36,9,0,1,7,2,0,0,10,Orthodox,172.72,172.72,135,0,4,0,5.09,0.41,0.8,1.56,0.3,4,2,28,8,0,0,2,5,1,0,8,Orthodox,167.64,170.18,135,29,30,0,6,6,2,-1,8,1,-3,-1,5.079999999999984,2.539999999999992,1,-1.1799999999999995,-0.7000000000000001,1.2599999999999998,1,1.0,0.0,,,,,,,,,,,0.0,,4.0,,,,,,,,,,,1.0,,,Red,,,,,,,,,,,
Anthony Pettis,Eddie Alvarez,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Blue,False,Lightweight,MALE,3,0,1,0,4.32,0.41,0.5,2.92,0.36,3,2,13,2,0,1,1,2,1,0,5,Orthodox,175.26,175.26,155,1,0,0,3.05,0.47,1.1,0.61,0.5,5,3,31,5,0,1,1,3,5,0,10,Orthodox,177.8,182.88,155,28,32,-1,1,-2,-5,-1,-18,-3,-1,-4,-2.5400000000000205,-7.620000000000003,4,1.2700000000000005,-0.6000000000000001,2.31,1,4.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,Red,,,,,,,,,,,
Travis Browne,Matt Mitrione,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Red,False,Heavyweight,MALE,3,1,0,0,3.55,0.5,0.7,0.0,0.0,5,4,20,0,0,0,1,8,0,0,9,Switch,190.5,208.28,265,1,0,1,2.93,0.41,0.2,1.21,0.68,3,3,20,0,0,0,1,6,1,0,8,Orthodox,198.12,200.66,255,33,37,0,0,2,1,1,0,0,2,-1,-7.620000000000003,7.620000000000003,4,0.6199999999999997,0.4999999999999999,-1.21,1,14.0,6.0,,,,,6.0,,,,,,,,,,,,,14.0,,,,,,,,,Red,,,,,,,,,,,
Ross Pearson,Francisco Trinaldo,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Blue,False,Lightweight,MALE,3,0,4,0,3.13,0.45,0.5,0.98,0.42,4,3,25,0,0,1,3,2,2,0,8,Southpaw,175.26,177.8,170,0,1,0,3.68,0.4,0.0,0.74,0.35,3,6,42,1,0,1,4,5,0,0,10,Orthodox,172.72,175.26,155,31,37,0,3,1,-2,-3,-17,-1,-3,2,2.539999999999992,2.5400000000000205,6,-0.5500000000000003,0.5,0.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Patrick Cote,Ben Saunders,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Red,False,Welterweight,MALE,3,0,3,0,3.23,0.5,1.3,0.2,0.4,3,3,20,0,0,1,1,2,3,0,7,Orthodox,187.96,195.58,170,0,2,0,2.81,0.48,0.2,0.68,0.2,5,9,48,2,0,1,4,6,0,0,12,Orthodox,180.34,190.5,170,35,32,0,1,-2,-5,-6,-28,-2,-4,3,7.620000000000003,5.0800000000000125,-3,0.4199999999999999,1.1,-0.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Tim Boetsch,Ed Herman,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,3.31,0.48,1.0,1.96,0.47,3,8,38,1,0,1,2,2,4,0,9,Orthodox,185.42,195.58,205,2,0,0,2.93,0.5,0.8,1.45,0.34,4,8,39,0,0,2,3,4,0,0,9,Orthodox,182.88,187.96,185,34,35,-1,0,-1,0,0,-1,1,-2,4,2.5400000000000205,7.620000000000003,1,0.3799999999999999,0.1999999999999999,0.51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Chris Wade,Mehdi Baghdad,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Red,False,Lightweight,MALE,3,0,0,0,3.13,0.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,155,0,3,0,1.7,0.53,1.1,2.6,0.51,3,0,7,0,0,0,2,0,1,0,3,Orthodox,177.8,177.8,155,28,30,0,-3,-3,-3,0,-7,0,0,-1,7.620000000000003,7.620000000000003,2,1.43,-1.1,-2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Maximo Blanco,Luke Sanders,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Blue,False,Featherweight,MALE,3,0,1,0,6.61,0.52,0.2,0.71,0.3,1,0,1,0,0,0,0,1,0,0,1,Southpaw,167.64,170.18,135,0,3,0,4.11,0.44,0.3,1.85,0.36,3,4,19,0,0,0,3,1,0,0,4,Orthodox,172.72,180.34,145,32,30,0,-2,-2,-3,-4,-18,0,0,0,-5.079999999999984,-10.159999999999997,-2,2.5,-0.0999999999999999,-1.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Paul Felder,Daron Cruickshank,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Red,False,Lightweight,MALE,3,2,0,0,2.88,0.38,0.2,2.04,0.41,2,5,27,0,0,1,2,3,0,0,6,Switch,172.72,182.88,155,2,0,0,3.7,0.44,0.2,0.29,0.28,2,2,11,0,0,1,0,1,0,0,2,Orthodox,180.34,177.8,155,31,30,0,0,0,4,3,16,0,2,0,-7.620000000000003,5.079999999999984,-1,-0.8200000000000003,0.0,1.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Ilir Latifi,Sean O'Connell,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Red,False,Light Heavyweight,MALE,3,0,2,0,5.46,0.48,0.5,0.0,0.0,2,2,8,0,0,0,0,2,0,0,2,Orthodox,185.42,187.96,205,0,1,0,2.05,0.45,0.3,2.11,0.35,2,2,7,0,0,0,0,2,1,0,3,Orthodox,177.8,185.42,230,33,32,0,1,0,-1,0,1,0,0,-1,7.620000000000003,2.539999999999992,-1,3.41,0.2,-2.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Charles Rosa,Kyle Bochniak,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Red,False,Featherweight,MALE,3,0,0,0,2.63,0.31,0.0,1.14,0.15,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,1,0,0,3.08,0.36,1.0,1.67,0.35,1,2,9,0,0,0,0,0,1,0,1,Switch,175.26,175.26,145,29,28,-1,0,-1,-1,-2,-9,0,0,-1,-5.079999999999984,2.5400000000000205,-1,-0.4500000000000002,-1.0,-0.53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Rob Font,Joey Gomez,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,2.44,0.28,0.0,0.62,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,135,0,1,0,5.49,0.46,0.4,0.79,0.34,1,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,180.34,135,28,29,0,-1,-1,-1,0,-1,0,-1,0,5.0800000000000125,5.0800000000000125,1,-3.0500000000000003,-0.4,-0.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Francimar Barroso,Elvis Mutapcic,,,,,2016-01-17,"Boston, Massachusetts, USA",USA,Red,False,Light Heavyweight,MALE,3,0,0,0,3.41,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,0,1,0,2.77,0.52,0.0,2.22,0.24,1,1,9,0,0,0,2,0,0,0,2,Orthodox,185.42,190.5,205,35,29,0,-1,-1,-2,-1,-9,0,0,0,-2.5400000000000205,-7.620000000000003,-6,0.6400000000000001,0.0,-2.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Anthony Johnson,Ryan Bader,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Red,False,Light Heavyweight,MALE,5,0,5,0,2.82,0.43,0.4,3.37,0.44,5,4,41,1,0,1,8,3,1,0,13,Orthodox,187.96,187.96,205,0,1,0,3.25,0.47,0.6,2.43,0.57,3,5,29,2,0,0,2,9,0,0,11,Orthodox,187.96,198.12,205,31,32,0,4,2,2,-1,12,-1,-6,1,0.0,-10.159999999999997,1,-0.4300000000000001,-0.1999999999999999,0.94,1,4.0,2.0,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,Red,,,,,,,,,,,
Josh Barnett,Ben Rothwell,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Blue,False,Heavyweight,MALE,3,0,3,0,3.71,0.42,0.4,0.68,0.34,6,4,30,0,0,1,2,8,1,0,12,Orthodox,193.04,198.12,265,0,1,0,3.2,0.5,1.4,1.26,0.55,8,7,54,3,0,1,2,7,10,0,20,Orthodox,190.5,198.12,250,38,34,0,2,-2,-8,-3,-24,-3,1,-9,2.539999999999992,0.0,-4,0.5099999999999998,-1.0,-0.58,1,7.0,8.0,,,,,8.0,,,,,,,,,,,,,7.0,,,,,,,,,Blue,,,,,,,,,,,
Iuri Alcantara,Jimmie Rivera,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Blue,False,Bantamweight,MALE,3,0,2,0,4.03,0.4,0.1,0.88,0.27,2,0,4,0,0,1,0,1,0,0,2,Orthodox,162.56,172.72,135,0,1,0,2.72,0.45,0.8,1.44,0.62,3,3,28,0,0,1,4,3,0,0,8,Southpaw,175.26,180.34,135,35,26,0,1,-1,-6,-3,-24,0,-2,0,-12.699999999999989,-7.620000000000003,-9,1.31,-0.7000000000000001,-0.5599999999999999,1,,14.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Sage Northcutt,Bryan Barberena,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,5.35,0.48,0.3,0.13,0.22,1,1,6,0,0,0,0,1,0,0,1,Southpaw,182.88,182.88,185,0,2,0,3.58,0.52,0.6,1.81,0.34,2,0,3,0,0,0,0,1,1,0,2,Orthodox,182.88,180.34,170,19,26,1,-2,-1,-1,1,3,0,0,-1,0.0,2.539999999999992,7,1.7699999999999996,-0.3,-1.6800000000000002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Tarec Saffiedine,Jake Ellenberger,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,2.47,0.39,0.4,2.04,0.47,6,6,32,0,0,1,2,5,1,0,9,Orthodox,175.26,180.34,170,1,0,0,4.05,0.47,0.1,0.52,0.36,5,3,35,1,0,1,6,1,0,0,8,Switch,177.8,177.8,170,29,30,0,0,1,1,3,-3,-1,4,1,-2.5400000000000205,2.539999999999992,1,-1.5799999999999996,0.3,1.52,1,,11.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Olivier Aubin-Mercier,Diego Ferreira,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Blue,False,Lightweight,MALE,3,2,0,0,4.82,0.4,0.6,0.86,0.3,2,2,7,0,0,0,0,1,1,0,2,Orthodox,175.26,187.96,155,0,3,0,2.48,0.51,0.5,2.36,0.33,3,1,11,1,0,0,1,0,2,0,3,Southpaw,175.26,177.8,155,26,31,2,-3,-1,-1,1,-4,-1,1,-1,0.0,10.159999999999997,5,2.3400000000000003,0.0999999999999999,-1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Rafael Natal,Kevin Casey,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,2.27,0.53,0.4,0.79,0.22,1,2,11,0,0,0,1,0,1,0,2,Southpaw,180.34,195.58,185,0,3,1,3.1,0.47,0.5,2.55,0.34,3,4,36,0,0,2,5,0,1,0,8,Orthodox,182.88,195.58,185,33,34,0,-2,-2,-6,-2,-25,0,0,0,-2.539999999999992,0.0,1,-0.8300000000000001,-0.0999999999999999,-1.7599999999999998,1,,15.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Dustin Ortiz,Wilson Reis,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Blue,False,Flyweight,MALE,3,1,0,0,1.83,0.29,0.6,5.15,0.42,2,2,13,1,0,0,2,0,1,0,3,Southpaw,162.56,165.1,125,0,1,0,2.94,0.44,0.1,3.01,0.36,3,2,22,0,0,2,0,3,1,0,6,Orthodox,165.1,165.1,125,27,31,1,-1,-1,-3,0,-9,1,-3,0,-2.539999999999992,0.0,4,-1.11,0.5,2.140000000000001,1,12.0,9.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,12.0,,Red,,,,,,,,,,,
George Sullivan,Alexander Yakovlev,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Blue,False,Welterweight,MALE,3,0,1,0,1.74,0.47,0.1,1.66,0.35,1,2,9,0,0,0,1,0,0,0,1,Southpaw,190.5,187.96,155,0,1,0,3.53,0.39,0.7,1.37,0.2,2,1,11,0,0,0,2,1,0,0,3,Orthodox,182.88,185.42,170,34,31,0,0,-1,-2,1,-2,0,-1,0,7.620000000000003,2.539999999999992,-3,-1.7899999999999998,-0.6,0.2899999999999998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Alex Caceres,Masio Fullen,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,2.46,0.32,0.0,0.47,0.33,1,1,4,0,0,1,0,0,0,0,1,Orthodox,177.8,177.8,145,3,0,0,4.21,0.49,0.7,0.54,0.68,4,6,30,0,0,2,1,0,2,0,5,Southpaw,177.8,185.42,145,27,29,-2,0,-3,-4,-5,-26,0,0,-2,0.0,-7.620000000000003,2,-1.75,-0.7,-0.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Matt Dwyer,Randy Brown,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Blue,False,Welterweight,MALE,3,0,0,0,4.35,0.47,0.6,0.81,0.39,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,170,1,0,0,2.57,0.34,0.0,0.44,0.1,1,2,5,0,0,0,0,1,0,0,1,Orthodox,193.04,193.04,170,26,25,-1,0,-1,-1,-2,-5,0,-1,0,-2.539999999999992,5.0800000000000125,-1,1.7799999999999998,0.6,0.37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Anthony Rocco Martin,Felipe Olivieri,,,,,2016-01-30,"Newark, New Jersey, USA",USA,Red,False,Lightweight,MALE,3,0,0,0,6.68,0.58,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155,1,0,0,2.68,0.37,1.0,0.71,0.27,1,3,8,0,0,0,0,0,1,0,1,Orthodox,182.88,185.42,170,26,30,-1,0,-1,-1,-3,-8,0,0,-1,-7.620000000000003,-10.160000000000023,4,4.0,-1.0,-0.71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Johny Hendricks,Stephen Thompson,,,,,2016-02-06,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,5,0,5,0,4.11,0.46,0.0,0.25,0.41,5,1,14,2,0,0,2,4,0,0,6,Orthodox,182.88,190.5,170,0,1,0,3.49,0.45,0.3,3.83,0.46,6,3,47,3,1,2,5,6,0,0,14,Southpaw,175.26,175.26,185,32,32,0,4,-1,-8,-2,-33,-1,-2,0,7.620000000000003,15.240000000000007,0,0.6200000000000001,-0.3,-3.58,1,8.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,8.0,,,,,,Red,,,,,,,,,,,
Roy Nelson,Jared Rosholt,,,,,2016-02-06,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,3,0,2.08,0.46,0.1,1.83,0.41,3,1,19,0,0,0,5,1,0,0,6,Orthodox,187.96,190.5,265,3,0,0,2.18,0.36,0.1,1.14,0.27,3,10,39,1,0,0,0,7,0,0,7,Orthodox,182.88,185.42,263,39,29,-3,3,0,-1,-9,-20,-1,-6,0,5.0800000000000125,5.079999999999984,-10,-0.1,0.0,0.6900000000000002,1,12.0,11.0,,,,,11.0,,,,,,,,,,,,,12.0,,,,,,,,,Red,,,,,,,,,,,
Ovince Saint Preux,Rafael Cavalcante,,,,,2016-02-06,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,2,0,0,2.71,0.53,0.1,0.6,0.4,3,5,25,2,0,0,0,8,0,0,8,Orthodox,185.42,187.96,205,1,0,0,3.03,0.47,0.5,1.09,0.36,5,3,34,1,1,0,3,7,1,0,12,Southpaw,190.5,203.2,205,32,35,1,0,-2,-4,2,-9,1,1,-1,-5.079999999999984,-15.23999999999998,3,-0.3199999999999998,-0.4,-0.4900000000000001,1,,6.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Joseph Benavidez,Zach Makovsky,,,,,2016-02-06,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,1,0,0,1.94,0.43,0.3,3.71,0.3,2,2,15,0,0,0,3,0,0,0,3,Southpaw,162.56,162.56,125,0,4,0,3.52,0.34,0.6,1.41,0.3,4,4,50,4,0,0,8,4,4,0,16,Southpaw,162.56,165.1,125,31,32,1,-4,-2,-13,-2,-35,-4,-4,-4,0.0,-2.539999999999992,1,-1.58,-0.3,2.3,1,8.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,8.0,,Red,,,,,,,,,,,
